age,job,marital,education,default,balance,housing,contact,duration,campaign,pdays,previous,poutcome,signed up
30,technician,single,secondary,yes,-305,no,cellular,108,6,-1,0,unknown,0
39,management,married,tertiary,no,622,no,cellular,181,2,184,1,failure,0
53,admin.,single,secondary,no,1958,no,telephone,164,4,-1,0,unknown,0
77,retired,married,primary,no,2590,no,telephone,212,3,277,12,failure,1
58,retired,married,secondary,no,2609,no,cellular,136,5,-1,0,unknown,0
35,self-employed,married,secondary,no,28,no,unknown,159,3,-1,0,unknown,0
60,technician,married,secondary,no,1139,no,cellular,67,2,207,2,failure,0
37,management,married,tertiary,no,1893,no,cellular,353,2,-1,0,unknown,0
57,blue-collar,married,secondary,no,5553,no,unknown,589,1,-1,0,unknown,0
36,blue-collar,married,primary,no,214,no,unknown,423,1,-1,0,unknown,0
53,retired,married,secondary,no,4968,no,cellular,94,1,333,1,other,0
58,technician,married,tertiary,no,289,no,telephone,182,2,-1,0,unknown,0
49,retired,married,primary,no,1381,no,unknown,73,2,-1,0,unknown,0
50,services,married,secondary,no,1126,no,cellular,679,1,-1,0,unknown,0
54,housemaid,married,secondary,no,991,no,telephone,11,6,-1,0,unknown,0
53,technician,single,secondary,no,530,no,telephone,744,4,-1,0,unknown,0
31,management,single,tertiary,no,596,no,cellular,184,6,196,2,failure,0
34,management,single,tertiary,no,2561,no,cellular,554,1,-1,0,unknown,0
48,blue-collar,married,secondary,no,0,no,cellular,311,5,-1,0,unknown,0
39,technician,married,secondary,no,355,no,cellular,132,1,-1,0,unknown,0
36,self-employed,single,tertiary,no,351,no,cellular,82,1,-1,0,unknown,0
48,management,married,tertiary,no,6613,no,unknown,159,3,-1,0,unknown,0
53,blue-collar,married,primary,no,2295,no,cellular,65,10,-1,0,unknown,0
29,services,single,secondary,no,166,no,cellular,108,8,-1,0,unknown,0
39,housemaid,married,primary,no,15352,no,unknown,99,1,-1,0,unknown,0
34,services,single,tertiary,no,239,no,cellular,699,2,-1,0,unknown,0
42,management,divorced,tertiary,no,497,no,unknown,84,22,-1,0,unknown,0
57,management,divorced,unknown,no,2986,no,unknown,1563,1,166,3,success,0
53,admin.,married,secondary,no,769,no,cellular,59,1,-1,0,unknown,0
59,retired,married,secondary,no,667,no,cellular,486,1,-1,0,unknown,0
46,blue-collar,married,primary,no,874,no,cellular,996,1,-1,0,unknown,1
52,unknown,married,unknown,no,5361,no,cellular,607,3,-1,0,unknown,1
35,management,single,tertiary,no,75,no,cellular,122,5,-1,0,unknown,0
32,management,single,tertiary,no,12569,no,cellular,561,2,295,2,success,1
40,admin.,married,secondary,no,1614,no,cellular,338,1,-1,0,unknown,0
25,blue-collar,single,primary,no,15,no,cellular,24,3,-1,0,unknown,0
32,management,single,tertiary,no,1431,no,cellular,199,2,-1,0,unknown,0
30,management,single,tertiary,no,1041,no,cellular,68,1,-1,0,unknown,0
54,management,divorced,tertiary,no,496,no,cellular,452,3,-1,0,unknown,1
55,unemployed,married,primary,no,1212,no,cellular,241,1,92,1,failure,0
41,technician,single,secondary,no,40,no,cellular,149,2,-1,0,unknown,0
27,services,single,secondary,no,387,no,cellular,194,1,-1,0,unknown,0
45,blue-collar,married,primary,no,-60,no,cellular,110,4,-1,0,unknown,0
28,blue-collar,married,secondary,no,17,no,unknown,8,4,-1,0,unknown,0
19,student,single,unknown,no,779,no,cellular,184,4,-1,0,unknown,1
35,technician,married,tertiary,no,489,no,cellular,592,2,-1,0,unknown,0
47,self-employed,married,secondary,no,1803,no,cellular,188,2,-1,0,unknown,0
40,blue-collar,married,primary,no,303,no,unknown,104,6,-1,0,unknown,0
40,management,married,tertiary,no,5142,no,cellular,147,2,224,1,failure,0
39,entrepreneur,married,tertiary,no,1654,no,cellular,376,1,-1,0,unknown,0
30,management,single,tertiary,no,502,no,cellular,572,1,-1,0,unknown,1
35,blue-collar,married,secondary,no,86,no,cellular,127,1,111,2,failure,0
42,technician,divorced,secondary,no,19,no,cellular,875,4,-1,0,unknown,1
64,blue-collar,married,primary,no,1904,no,telephone,67,2,-1,0,unknown,0
38,management,divorced,tertiary,no,162,no,cellular,323,4,-1,0,unknown,0
58,housemaid,married,primary,no,0,no,cellular,334,3,79,3,other,0
27,student,single,secondary,no,91,no,telephone,157,6,95,37,other,0
28,management,married,tertiary,no,1246,no,cellular,239,2,-1,0,unknown,0
27,blue-collar,single,secondary,no,113,no,cellular,39,17,-1,0,unknown,0
49,blue-collar,married,secondary,no,141,no,cellular,275,1,-1,0,unknown,0
41,management,married,tertiary,no,7028,no,cellular,98,1,-1,0,unknown,0
50,management,divorced,secondary,no,458,no,cellular,184,3,-1,0,unknown,0
34,admin.,married,secondary,no,920,no,cellular,526,3,179,3,success,1
27,blue-collar,married,secondary,no,1024,no,cellular,280,6,-1,0,unknown,0
40,services,divorced,secondary,no,0,no,unknown,111,4,-1,0,unknown,0
43,management,married,tertiary,no,1188,no,cellular,140,2,-1,0,unknown,0
54,retired,married,secondary,no,-488,no,unknown,172,2,-1,0,unknown,0
40,management,married,tertiary,no,2014,no,cellular,209,5,-1,0,unknown,0
40,management,married,tertiary,no,-65,no,cellular,65,2,-1,0,unknown,0
33,management,married,tertiary,no,901,no,cellular,76,2,-1,0,unknown,0
41,entrepreneur,married,secondary,no,30,no,cellular,460,1,-1,0,unknown,1
27,management,single,tertiary,no,2648,no,cellular,917,1,-1,0,unknown,1
42,admin.,married,secondary,no,-465,no,cellular,102,1,-1,0,unknown,0
36,blue-collar,married,secondary,no,1193,no,cellular,640,1,-1,0,unknown,1
39,technician,married,secondary,no,116,no,cellular,79,2,94,2,success,0
28,student,single,tertiary,no,3054,no,cellular,384,1,80,6,other,1
27,blue-collar,single,secondary,yes,-27,no,unknown,498,2,-1,0,unknown,1
51,management,married,tertiary,no,385,no,cellular,39,2,-1,0,unknown,0
57,retired,single,primary,no,604,no,cellular,187,1,-1,0,unknown,0
28,admin.,married,secondary,no,254,no,cellular,333,3,-1,0,unknown,0
48,entrepreneur,married,secondary,no,725,no,cellular,105,1,-1,0,unknown,0
37,unemployed,married,secondary,no,80,no,cellular,248,2,-1,0,unknown,0
31,management,single,tertiary,no,12607,no,cellular,150,1,-1,0,unknown,0
28,management,single,tertiary,no,321,no,cellular,255,6,-1,0,unknown,0
53,admin.,married,secondary,no,350,no,cellular,113,3,132,2,failure,0
41,management,married,tertiary,no,0,no,cellular,294,4,63,11,other,1
41,admin.,single,secondary,no,242,no,cellular,116,3,-1,0,unknown,0
53,admin.,married,secondary,no,1796,no,telephone,476,1,193,1,failure,1
37,management,married,tertiary,no,355,no,cellular,340,1,-1,0,unknown,0
30,management,single,tertiary,no,6495,no,cellular,78,3,-1,0,unknown,0
41,housemaid,married,secondary,no,12,no,cellular,472,3,-1,0,unknown,0
58,admin.,single,secondary,no,247,no,unknown,66,6,-1,0,unknown,0
43,blue-collar,married,primary,no,-41,no,unknown,8,3,-1,0,unknown,0
59,admin.,married,secondary,no,6264,no,cellular,353,16,-1,0,unknown,0
43,admin.,married,secondary,no,1113,no,unknown,477,7,-1,0,unknown,0
32,admin.,single,tertiary,no,725,no,cellular,53,4,-1,0,unknown,0
56,retired,married,secondary,no,74,no,cellular,144,2,-1,0,unknown,0
33,services,married,secondary,no,1697,no,cellular,179,1,-1,0,unknown,1
58,entrepreneur,married,tertiary,yes,0,no,cellular,138,4,-1,0,unknown,0
45,entrepreneur,married,secondary,no,781,no,cellular,652,2,126,2,failure,1
32,blue-collar,married,primary,no,2198,no,cellular,463,1,175,4,failure,0
47,blue-collar,single,unknown,no,2443,no,unknown,422,1,-1,0,unknown,0
55,blue-collar,married,secondary,no,983,no,telephone,41,2,-1,0,unknown,0
40,management,divorced,tertiary,no,492,no,cellular,125,2,-1,0,unknown,0
46,unknown,married,primary,no,285,no,unknown,215,2,-1,0,unknown,0
43,management,single,tertiary,no,946,no,telephone,40,1,-1,0,unknown,0
34,blue-collar,married,secondary,no,765,no,cellular,238,1,-1,0,unknown,0
31,student,single,tertiary,no,4951,no,cellular,150,3,-1,0,unknown,0
51,blue-collar,married,unknown,no,296,no,cellular,177,1,-1,0,unknown,0
39,services,married,tertiary,no,1493,no,cellular,912,3,-1,0,unknown,1
50,management,single,tertiary,no,486,no,unknown,28,1,-1,0,unknown,0
37,blue-collar,married,secondary,no,1736,no,unknown,66,1,-1,0,unknown,0
58,management,married,tertiary,no,0,no,telephone,27,16,-1,0,unknown,0
31,management,single,tertiary,no,6413,no,cellular,517,2,-1,0,unknown,0
44,unemployed,married,primary,no,1,no,cellular,229,1,-1,0,unknown,0
39,blue-collar,married,primary,no,0,no,unknown,173,1,-1,0,unknown,0
50,management,married,tertiary,no,536,no,unknown,75,3,-1,0,unknown,0
35,management,married,tertiary,no,8,no,cellular,93,3,-1,0,unknown,1
77,retired,married,primary,no,680,no,telephone,341,4,94,3,failure,0
64,retired,married,secondary,no,1220,no,cellular,138,1,-1,0,unknown,0
33,admin.,married,secondary,no,89,no,telephone,524,3,-1,0,unknown,0
45,self-employed,married,secondary,no,706,no,cellular,78,2,176,1,success,0
27,unemployed,single,secondary,no,154,no,telephone,24,5,-1,0,unknown,0
37,management,married,tertiary,no,238,no,cellular,149,1,-1,0,unknown,1
58,technician,married,secondary,no,1191,no,cellular,78,2,-1,0,unknown,0
50,technician,divorced,tertiary,no,1044,no,unknown,400,2,-1,0,unknown,0
54,services,married,secondary,no,770,no,cellular,151,1,-1,0,unknown,0
48,admin.,single,secondary,no,-58,no,unknown,123,1,-1,0,unknown,0
78,retired,divorced,secondary,no,3219,no,cellular,151,1,-1,0,unknown,1
31,admin.,single,secondary,no,33,no,cellular,194,1,-1,0,unknown,0
45,technician,married,secondary,no,3460,no,cellular,116,4,-1,0,unknown,0
27,admin.,single,secondary,no,914,no,cellular,131,2,-1,0,unknown,0
57,retired,married,primary,no,3549,no,cellular,51,36,-1,0,unknown,0
55,unemployed,divorced,secondary,no,309,no,cellular,167,1,181,3,success,1
47,services,married,secondary,no,137,no,unknown,112,1,-1,0,unknown,0
35,management,married,tertiary,no,810,no,unknown,124,4,-1,0,unknown,0
45,blue-collar,married,secondary,no,1239,no,telephone,67,4,-1,0,unknown,0
52,services,married,secondary,no,2072,no,cellular,224,1,-1,0,unknown,0
55,unknown,married,primary,no,159,no,unknown,15,1,-1,0,unknown,0
37,blue-collar,married,primary,no,213,no,unknown,323,1,-1,0,unknown,0
46,technician,single,tertiary,no,3133,no,cellular,411,3,-1,0,unknown,0
51,self-employed,married,tertiary,no,150,no,unknown,146,1,-1,0,unknown,0
22,student,single,secondary,no,1925,no,cellular,180,1,-1,0,unknown,0
56,management,married,tertiary,no,665,no,cellular,25,12,-1,0,unknown,0
49,management,married,tertiary,no,223,no,cellular,22,22,-1,0,unknown,0
27,blue-collar,married,primary,no,52,no,cellular,185,1,-1,0,unknown,0
55,retired,married,secondary,no,123,no,cellular,70,8,-1,0,unknown,0
32,admin.,married,tertiary,no,653,no,cellular,84,1,-1,0,unknown,1
56,self-employed,married,tertiary,no,719,no,cellular,236,2,-1,0,unknown,0
78,retired,married,primary,no,158,no,cellular,360,1,-1,0,unknown,0
32,technician,single,tertiary,no,632,no,cellular,103,2,-1,0,unknown,0
55,entrepreneur,divorced,primary,no,29,no,unknown,500,1,-1,0,unknown,0
38,blue-collar,divorced,primary,no,0,no,unknown,49,2,-1,0,unknown,0
59,unemployed,married,secondary,no,309,no,cellular,300,1,-1,0,unknown,0
70,management,married,tertiary,no,10171,no,cellular,65,2,-1,0,unknown,0
41,blue-collar,divorced,primary,no,1498,no,unknown,10,2,-1,0,unknown,0
40,technician,married,secondary,no,240,no,unknown,68,4,-1,0,unknown,0
48,technician,married,secondary,no,7,no,unknown,354,7,-1,0,unknown,0
50,technician,divorced,secondary,no,1303,no,telephone,274,2,-1,0,unknown,0
80,retired,married,primary,no,155,no,telephone,343,2,-1,0,unknown,1
20,student,single,secondary,no,29,no,cellular,85,2,-1,0,unknown,0
28,technician,single,secondary,no,227,no,cellular,278,1,-1,0,unknown,1
49,housemaid,married,primary,no,3376,no,unknown,119,3,-1,0,unknown,0
51,admin.,married,secondary,no,79,no,cellular,89,2,-1,0,unknown,0
51,technician,married,secondary,no,856,no,cellular,99,2,-1,0,unknown,0
50,management,married,secondary,no,633,no,telephone,302,1,111,6,failure,0
54,retired,married,primary,no,235,no,cellular,353,2,113,5,failure,0
24,management,single,tertiary,no,172,no,cellular,67,2,-1,0,unknown,0
32,self-employed,married,tertiary,no,1423,no,cellular,1249,4,-1,0,unknown,1
79,retired,divorced,primary,no,20,no,cellular,165,2,182,1,other,0
51,unemployed,married,secondary,no,2439,no,cellular,118,1,-1,0,unknown,0
57,entrepreneur,married,tertiary,no,729,no,cellular,475,1,-1,0,unknown,0
59,unemployed,divorced,secondary,no,2921,no,telephone,251,1,-1,0,unknown,0
47,blue-collar,married,secondary,no,11305,no,cellular,118,6,-1,0,unknown,0
56,blue-collar,married,secondary,no,339,no,telephone,114,3,-1,0,unknown,0
57,retired,divorced,primary,no,0,no,telephone,1037,3,-1,0,unknown,0
36,management,single,tertiary,no,86,no,cellular,48,4,-1,0,unknown,0
45,blue-collar,single,tertiary,no,-243,no,cellular,171,2,-1,0,unknown,0
39,technician,single,secondary,no,-225,no,cellular,220,1,-1,0,unknown,0
56,unemployed,married,primary,no,3391,no,cellular,243,1,-1,0,unknown,1
31,technician,divorced,secondary,no,-174,no,cellular,113,10,-1,0,unknown,0
47,technician,married,secondary,no,1219,no,cellular,697,4,-1,0,unknown,1
29,self-employed,married,secondary,no,0,no,unknown,469,2,-1,0,unknown,0
46,management,married,secondary,no,1114,no,cellular,87,8,-1,0,unknown,0
38,management,married,unknown,no,1257,no,cellular,64,6,-1,0,unknown,0
36,admin.,single,secondary,no,728,no,cellular,230,1,-1,0,unknown,1
58,technician,married,secondary,no,201,no,cellular,82,5,-1,0,unknown,0
44,management,divorced,tertiary,no,2058,no,cellular,661,1,-1,0,unknown,0
27,student,single,tertiary,no,0,no,cellular,82,3,-1,0,unknown,1
42,technician,married,secondary,no,314,no,cellular,11,22,-1,0,unknown,0
32,admin.,divorced,secondary,no,0,no,cellular,212,1,-1,0,unknown,0
47,blue-collar,divorced,secondary,no,-332,no,cellular,48,2,-1,0,unknown,0
93,retired,married,unknown,no,775,no,cellular,476,2,13,9,success,1
55,management,married,tertiary,no,7803,no,cellular,441,1,-1,0,unknown,1
51,retired,divorced,tertiary,no,126,no,unknown,152,1,-1,0,unknown,0
53,blue-collar,married,unknown,no,1230,no,cellular,155,3,-1,0,unknown,0
60,blue-collar,married,primary,no,109,no,unknown,349,5,-1,0,unknown,0
30,student,single,unknown,no,809,no,unknown,91,2,-1,0,unknown,0
30,blue-collar,single,unknown,no,6281,no,cellular,149,2,-1,0,unknown,1
51,admin.,married,unknown,yes,-12,no,cellular,18,7,-1,0,unknown,0
35,technician,married,secondary,no,291,no,unknown,100,1,-1,0,unknown,0
52,admin.,married,secondary,no,0,no,cellular,91,2,275,1,failure,0
44,technician,single,secondary,no,-34,no,cellular,14,13,-1,0,unknown,0
54,self-employed,divorced,tertiary,no,1323,no,unknown,47,4,-1,0,unknown,0
46,admin.,married,secondary,no,1934,no,unknown,240,1,-1,0,unknown,0
38,blue-collar,married,secondary,no,4321,no,cellular,252,1,85,6,failure,0
59,technician,married,secondary,no,4322,no,unknown,174,1,-1,0,unknown,0
42,blue-collar,divorced,primary,no,1278,no,cellular,422,4,-1,0,unknown,0
25,technician,single,secondary,no,5695,no,cellular,124,1,-1,0,unknown,0
36,services,married,secondary,no,4721,no,cellular,149,3,-1,0,unknown,1
35,services,married,tertiary,no,4655,no,cellular,111,2,-1,0,unknown,0
51,management,married,tertiary,no,7631,no,cellular,896,8,-1,0,unknown,0
51,blue-collar,married,primary,no,176,no,cellular,80,2,-1,0,unknown,0
30,technician,single,secondary,no,0,no,cellular,109,2,-1,0,unknown,0
58,retired,married,primary,no,10628,no,cellular,189,4,-1,0,unknown,0
69,retired,divorced,secondary,no,4572,no,cellular,185,2,92,3,success,0
57,blue-collar,married,unknown,no,3196,no,cellular,161,4,-1,0,unknown,0
57,management,married,secondary,no,2155,no,cellular,144,3,91,2,failure,1
42,blue-collar,married,unknown,no,0,no,unknown,270,2,-1,0,unknown,0
33,management,divorced,tertiary,no,47,no,cellular,47,3,178,3,failure,0
34,student,single,tertiary,no,1322,no,cellular,170,3,-1,0,unknown,0
58,admin.,married,unknown,no,4318,no,unknown,307,2,-1,0,unknown,0
26,student,single,secondary,no,8015,no,cellular,109,1,-1,0,unknown,0
50,management,married,tertiary,no,383,no,cellular,502,2,-1,0,unknown,0
50,admin.,married,secondary,no,2971,no,cellular,722,2,-1,0,unknown,0
52,blue-collar,married,primary,no,306,no,cellular,223,1,-1,0,unknown,1
33,blue-collar,married,secondary,no,1402,no,cellular,63,5,-1,0,unknown,0
49,technician,married,secondary,no,305,no,cellular,401,1,-1,0,unknown,0
47,technician,divorced,secondary,no,450,no,unknown,40,5,-1,0,unknown,0
33,technician,single,secondary,no,2481,no,cellular,113,1,101,2,failure,0
27,unemployed,single,primary,no,799,no,cellular,106,4,-1,0,unknown,0
26,technician,single,tertiary,no,1066,no,cellular,200,1,-1,0,unknown,1
37,unemployed,married,secondary,no,1152,no,cellular,222,1,-1,0,unknown,0
52,blue-collar,married,secondary,no,0,no,unknown,163,1,-1,0,unknown,0
28,blue-collar,married,primary,no,-196,no,cellular,209,1,-1,0,unknown,0
36,housemaid,married,secondary,no,2880,no,unknown,283,1,-1,0,unknown,0
45,blue-collar,married,unknown,no,550,no,unknown,97,1,-1,0,unknown,0
59,management,married,tertiary,no,474,no,cellular,252,1,-1,0,unknown,1
83,retired,divorced,primary,no,46,no,cellular,115,1,-1,0,unknown,1
31,technician,married,tertiary,no,0,no,cellular,70,2,-1,0,unknown,0
53,services,married,secondary,no,2774,no,unknown,193,1,-1,0,unknown,0
48,entrepreneur,married,secondary,no,151,no,cellular,191,1,-1,0,unknown,0
48,retired,married,tertiary,no,4,no,cellular,70,5,-1,0,unknown,0
42,unknown,single,secondary,no,1456,no,unknown,56,1,-1,0,unknown,0
54,services,married,secondary,no,193,no,unknown,179,1,-1,0,unknown,0
45,technician,single,secondary,no,-55,no,cellular,78,3,197,1,failure,0
41,entrepreneur,single,primary,no,7264,no,unknown,125,3,-1,0,unknown,0
52,admin.,married,secondary,no,693,no,unknown,271,1,-1,0,unknown,0
34,technician,divorced,secondary,no,49,no,cellular,142,1,-1,0,unknown,0
55,management,married,tertiary,no,543,no,cellular,61,2,-1,0,unknown,0
51,technician,married,secondary,no,1123,no,unknown,54,4,-1,0,unknown,0
35,admin.,divorced,secondary,no,1085,no,cellular,199,1,86,7,success,1
58,retired,married,secondary,no,225,no,cellular,122,6,-1,0,unknown,0
32,self-employed,married,tertiary,no,1214,no,cellular,104,2,-1,0,unknown,0
52,admin.,married,secondary,no,722,no,cellular,99,2,185,3,failure,0
36,services,married,unknown,no,618,no,cellular,360,1,335,2,success,1
31,housemaid,single,tertiary,no,0,no,cellular,78,3,-1,0,unknown,0
80,retired,married,secondary,no,1610,no,cellular,71,1,-1,0,unknown,0
52,management,married,tertiary,no,7192,no,cellular,1486,1,-1,0,unknown,1
42,technician,single,secondary,no,275,no,cellular,31,8,-1,0,unknown,0
41,admin.,married,secondary,no,80,no,cellular,202,1,-1,0,unknown,0
58,retired,married,tertiary,no,324,no,unknown,13,4,-1,0,unknown,0
32,management,married,tertiary,no,1337,no,cellular,283,2,-1,0,unknown,0
